LoanID,CustomerID,ProductID,BranchID,DisbursalDateKey,DisbursalDate,MaturityDate,LoanAmountUSD,InterestRate,TenureMonths,MonthlyEMI_USD,LoanPurpose,CollateralValueUSD,ApprovalRiskRating,LoanStatus,IsNonPerformingAsset,WriteOffAmountUSD
LN-12332,CUST-0952,PRD-AUTO,BR-110,20230626,2023-06-26,2026-06-25,29000.0,0.083,36,912.77,New EV Purchase,34861.23,BBB - Moderate Risk,Fully Paid,0,0.0
LN-12333,CUST-0341,PRD-SME,BR-110,20251202,2025-12-02,2030-12-02,99500.0,0.12,60,2213.32,New Branch Expansion,121412.08,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12334,CUST-0854,PRD-PERS,BR-104,20230423,2023-04-23,2027-04-23,33300.0,0.13,48,893.36,Home Renovation,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12335,CUST-0509,PRD-AUTO,BR-101,20240903,2024-09-03,2028-09-03,16700.0,0.103,48,425.97,New EV Purchase,22991.41,DDD - High Default Probability,Charged Off / Written Off,1,9197.36
LN-12336,CUST-0738,PRD-AUTO,BR-101,20230902,2023-09-02,2029-09-01,60200.0,0.123,72,1186.33,New EV Purchase,86713.03,DDD - High Default Probability,Under Restructuring,1,0.0
LN-12337,CUST-0957,PRD-SME,BR-110,20260526,2026-05-26,2033-05-25,422000.0,0.1,84,7005.7,Inventory Stocking Q4,652952.1,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12338,CUST-0217,PRD-PERS,BR-106,20230529,2023-05-29,2025-05-28,34900.0,0.13,24,1659.21,Home Renovation,0.0,CCC - Elevated Risk,Fully Paid,0,0.0
LN-12339,CUST-0367,PRD-PERS,BR-103,20241228,2024-12-28,2025-12-28,28800.0,0.12,12,2558.85,Emergency Medical Exp,0.0,BBB - Moderate Risk,Fully Paid,0,0.0
LN-12340,CUST-0541,PRD-EDU,BR-109,20260526,2026-05-26,2031-05-26,53500.0,0.094,60,1120.99,Medical Residency Program,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-12341,CUST-0136,PRD-MORT,BR-108,20260304,2026-03-04,2056-03-03,573000.0,0.0575,360,3343.87,Primary Residence Purchase,707252.01,CCC - Elevated Risk,Charged Off / Written Off,1,349086.14
LN-12342,CUST-0460,PRD-MORT,BR-104,20241208,2024-12-08,2044-12-08,566800.0,0.1075,240,5754.32,Investment Property Buy,686689.51,DDD - High Default Probability,Charged Off / Written Off,1,252513.46
LN-12343,CUST-0944,PRD-AUTO,BR-103,20231014,2023-10-14,2029-10-13,41000.0,0.083,72,724.88,Fleet Commercial Van,56545.99,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12344,CUST-0668,PRD-PERS,BR-111,20240926,2024-09-26,2028-09-26,27100.0,0.13,48,727.03,Debt Consolidation,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12345,CUST-0238,PRD-MORT,BR-107,20241116,2024-11-16,2044-11-16,658600.0,0.0575,240,4623.92,Investment Property Buy,1038906.29,AAA - Low Risk,Current / Performing,0,0.0
LN-12346,CUST-0435,PRD-EQUIP,BR-102,20240225,2024-02-25,2029-02-24,56000.0,0.114,60,1228.78,Industrial CNC Machine,71302.14,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12347,CUST-0836,PRD-EDU,BR-111,20240217,2024-02-17,2034-02-16,26900.0,0.074,120,317.91,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12348,CUST-0116,PRD-EDU,BR-104,20250819,2025-08-19,2029-08-19,64900.0,0.074,48,1566.18,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12349,CUST-0530,PRD-EQUIP,BR-108,20231226,2023-12-26,2027-12-26,46900.0,0.084,48,1153.79,Warehouse Forklift Fleet,67281.53,AAA - Low Risk,Current / Performing,0,0.0
LN-12350,CUST-0169,PRD-EDU,BR-102,20231206,2023-12-06,2027-12-06,27300.0,0.094,48,684.56,Master of Science in Data Analytics,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12351,CUST-0739,PRD-EQUIP,BR-110,20250412,2025-04-12,2030-04-12,128300.0,0.084,60,2626.09,Industrial CNC Machine,169620.35,AAA - Low Risk,Delinquent (31-60 DPD),0,0.0
LN-12352,CUST-0086,PRD-EDU,BR-106,20250625,2025-06-25,2030-06-25,43300.0,0.064,60,845.19,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12353,CUST-0028,PRD-SME,BR-110,20231125,2023-11-25,2028-11-24,235200.0,0.12,60,5231.89,New Branch Expansion,365012.8,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12354,CUST-0505,PRD-SME,BR-110,20250913,2025-09-13,2028-09-12,172100.0,0.1,36,5553.18,Inventory Stocking Q4,267194.73,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12355,CUST-0855,PRD-EQUIP,BR-106,20260409,2026-04-09,2031-04-09,96500.0,0.134,60,2215.48,Medical Imaging Scanner,135607.42,DDD - High Default Probability,Current / Performing,0,0.0
LN-12356,CUST-0573,PRD-SME,BR-110,20250825,2025-08-25,2029-08-25,107300.0,0.12,48,2825.62,New Branch Expansion,147697.44,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12357,CUST-0953,PRD-AUTO,BR-110,20230222,2023-02-22,2029-02-21,28100.0,0.083,72,496.81,Certified Pre-Owned Luxury Car,42323.92,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12358,CUST-0390,PRD-AUTO,BR-103,20251003,2025-10-03,2028-10-02,35000.0,0.073,36,1085.51,New EV Purchase,50859.32,CCC - Elevated Risk,Charged Off / Written Off,1,22505.85
LN-12359,CUST-0819,PRD-EDU,BR-101,20250501,2025-05-01,2029-05-01,59600.0,0.064,48,1410.66,MBA Program Tuition,0.0,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-12360,CUST-0013,PRD-PERS,BR-104,20260213,2026-02-13,2030-02-13,4400.0,0.12,48,115.87,Emergency Medical Exp,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-12361,CUST-0767,PRD-SME,BR-106,20250404,2025-04-04,2027-04-04,114300.0,0.1,24,5274.37,Inventory Stocking Q4,158431.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12362,CUST-0265,PRD-EQUIP,BR-104,20260205,2026-02-05,2030-02-05,174800.0,0.094,48,4383.18,Industrial CNC Machine,259257.84,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12363,CUST-0966,PRD-SME,BR-108,20260125,2026-01-25,2031-01-25,374900.0,0.1,60,7965.52,New Branch Expansion,504394.22,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12364,CUST-0428,PRD-MORT,BR-103,20230605,2023-06-05,2043-06-05,806200.0,0.0575,240,5660.2,Primary Residence Purchase,1172396.94,AAA - Low Risk,Current / Performing,0,0.0
LN-12365,CUST-0925,PRD-SME,BR-102,20240219,2024-02-19,2026-02-18,94700.0,0.09,24,4326.35,New Branch Expansion,135537.16,BBB - Moderate Risk,Fully Paid,0,0.0
LN-12366,CUST-0823,PRD-EDU,BR-102,20250517,2025-05-17,2035-05-17,30700.0,0.074,120,362.81,MBA Program Tuition,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12367,CUST-0202,PRD-EDU,BR-112,20230515,2023-05-15,2030-05-14,54300.0,0.094,84,884.7,Medical Residency Program,0.0,CCC - Elevated Risk,Delinquent (31-60 DPD),0,0.0
LN-12368,CUST-0221,PRD-EDU,BR-106,20230704,2023-07-04,2033-07-03,59800.0,0.074,120,706.72,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12369,CUST-0083,PRD-EQUIP,BR-107,20250914,2025-09-14,2030-09-14,175400.0,0.094,60,3675.16,Warehouse Forklift Fleet,204785.19,CCC - Elevated Risk,Delinquent (61-90 DPD),1,0.0
LN-12370,CUST-0157,PRD-MORT,BR-101,20230313,2023-03-13,2043-03-13,776100.0,0.0675,240,5901.19,Primary Residence Purchase,1043843.85,BBB - Moderate Risk,Delinquent (61-90 DPD),1,0.0
LN-12371,CUST-0423,PRD-EDU,BR-111,20231224,2023-12-24,2028-12-23,23500.0,0.074,60,469.78,Medical Residency Program,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12372,CUST-0480,PRD-MORT,BR-103,20230530,2023-05-30,2043-05-30,602100.0,0.0675,240,4578.15,Investment Property Buy,749690.89,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12373,CUST-0936,PRD-AUTO,BR-102,20260128,2026-01-28,2032-01-28,60200.0,0.083,72,1064.34,New EV Purchase,70084.9,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12374,CUST-0739,PRD-EQUIP,BR-110,20250906,2025-09-06,2030-09-06,72400.0,0.084,60,1481.91,Industrial CNC Machine,92933.12,AAA - Low Risk,Current / Performing,0,0.0
LN-12375,CUST-0855,PRD-EQUIP,BR-106,20250528,2025-05-28,2030-05-28,106400.0,0.134,60,2442.77,Warehouse Forklift Fleet,153099.88,DDD - High Default Probability,Under Restructuring,1,0.0
LN-12376,CUST-0520,PRD-AUTO,BR-102,20250324,2025-03-24,2031-03-24,45200.0,0.123,72,890.74,Fleet Commercial Van,52025.96,DDD - High Default Probability,Current / Performing,0,0.0
LN-12377,CUST-0557,PRD-SME,BR-101,20230509,2023-05-09,2025-05-08,105700.0,0.1,24,4877.52,Inventory Stocking Q4,162355.51,BBB - Moderate Risk,Fully Paid,0,0.0
LN-12378,CUST-0689,PRD-EDU,BR-111,20231025,2023-10-25,2028-10-24,58700.0,0.114,60,1288.02,MBA Program Tuition,0.0,DDD - High Default Probability,Under Restructuring,1,0.0
LN-12379,CUST-0615,PRD-SME,BR-110,20240116,2024-01-16,2026-01-15,139000.0,0.09,24,6350.18,Inventory Stocking Q4,196360.18,CCC - Elevated Risk,Fully Paid,0,0.0
LN-12380,CUST-0005,PRD-EDU,BR-105,20250730,2025-07-30,2029-07-30,36500.0,0.074,48,880.83,MBA Program Tuition,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12381,CUST-0482,PRD-AUTO,BR-107,20260515,2026-05-15,2029-05-14,45000.0,0.083,36,1416.37,New EV Purchase,51948.68,CCC - Elevated Risk,Delinquent (61-90 DPD),1,0.0
LN-12382,CUST-0504,PRD-AUTO,BR-102,20240116,2024-01-16,2029-01-15,20400.0,0.083,60,416.57,Fleet Commercial Van,27036.29,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12383,CUST-0708,PRD-PERS,BR-110,20240605,2024-06-05,2028-06-05,3900.0,0.12,48,102.7,Wedding & Family,0.0,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-12384,CUST-0767,PRD-EDU,BR-106,20231211,2023-12-11,2030-12-10,66300.0,0.074,84,1013.66,MBA Program Tuition,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12385,CUST-0424,PRD-MORT,BR-103,20250714,2025-07-14,2055-07-14,201400.0,0.0575,360,1175.32,Refinance Existing Mortgage,314850.79,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12386,CUST-0384,PRD-EDU,BR-110,20240118,2024-01-18,2031-01-17,43500.0,0.114,84,754.01,MBA Program Tuition,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-12387,CUST-0907,PRD-MORT,BR-106,20250615,2025-06-15,2045-06-15,794200.0,0.0875,240,7018.43,Investment Property Buy,1266637.24,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12388,CUST-0100,PRD-MORT,BR-103,20251230,2025-12-30,2045-12-30,208600.0,0.0675,240,1586.12,Primary Residence Purchase,318214.44,BBB - Moderate Risk,Under Restructuring,1,0.0
LN-12389,CUST-0724,PRD-EDU,BR-109,20260501,2026-05-01,2030-05-01,26100.0,0.094,48,654.47,MBA Program Tuition,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-12390,CUST-0520,PRD-SME,BR-102,20250328,2025-03-28,2032-03-27,408600.0,0.14,84,7657.17,Working Capital Expansion,472473.16,DDD - High Default Probability,Current / Performing,0,0.0
LN-12391,CUST-0602,PRD-EDU,BR-108,20230515,2023-05-15,2027-05-15,74100.0,0.064,48,1753.86,MBA Program Tuition,0.0,CCC - Elevated Risk,Delinquent (31-60 DPD),0,0.0
LN-12392,CUST-0211,PRD-PERS,BR-105,20240607,2024-06-07,2025-06-07,8600.0,0.12,12,764.1,Emergency Medical Exp,0.0,CCC - Elevated Risk,Fully Paid,0,0.0
LN-12393,CUST-0856,PRD-EQUIP,BR-104,20260504,2026-05-04,2031-05-04,69500.0,0.084,60,1422.55,Warehouse Forklift Fleet,101755.83,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12394,CUST-0550,PRD-AUTO,BR-110,20250124,2025-01-24,2029-01-24,21500.0,0.083,48,527.91,Certified Pre-Owned Luxury Car,29795.15,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12395,CUST-0207,PRD-MORT,BR-102,20250508,2025-05-08,2055-05-08,650100.0,0.0675,360,4216.54,Investment Property Buy,848530.75,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12396,CUST-0390,PRD-EQUIP,BR-103,20250521,2025-05-21,2027-05-21,156800.0,0.084,24,7120.28,Medical Imaging Scanner,181284.93,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12397,CUST-0995,PRD-EQUIP,BR-109,20240830,2024-08-30,2029-08-30,166400.0,0.094,60,3486.58,Medical Imaging Scanner,234792.83,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12398,CUST-0996,PRD-MORT,BR-104,20240427,2024-04-27,2044-04-27,347200.0,0.0675,240,2639.98,Investment Property Buy,545049.77,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12399,CUST-0485,PRD-SME,BR-102,20231120,2023-11-20,2025-11-19,173200.0,0.09,24,7912.6,New Branch Expansion,265908.13,AAA - Low Risk,Fully Paid,0,0.0
LN-12400,CUST-0167,PRD-EDU,BR-108,20240618,2024-06-18,2028-06-18,71100.0,0.114,48,1851.46,MBA Program Tuition,0.0,DDD - High Default Probability,Delinquent (31-60 DPD),0,0.0
LN-12401,CUST-0407,PRD-EDU,BR-105,20240420,2024-04-20,2028-04-20,70800.0,0.114,48,1843.65,Medical Residency Program,0.0,DDD - High Default Probability,In Default (90+ DPD),1,0.0
LN-12402,CUST-0194,PRD-EQUIP,BR-109,20230204,2023-02-04,2026-02-03,30500.0,0.114,36,1004.32,Industrial CNC Machine,46196.39,CCC - Elevated Risk,Fully Paid,0,0.0
LN-12403,CUST-0873,PRD-AUTO,BR-102,20250602,2025-06-02,2030-06-02,63800.0,0.103,60,1365.0,Fleet Commercial Van,85230.33,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12404,CUST-0310,PRD-EDU,BR-109,20250731,2025-07-31,2030-07-31,14500.0,0.064,60,283.03,Master of Science in Data Analytics,0.0,AAA - Low Risk,Delinquent (61-90 DPD),1,0.0
LN-12405,CUST-0893,PRD-EQUIP,BR-101,20230709,2023-07-09,2028-07-08,122700.0,0.094,60,2570.94,Medical Imaging Scanner,148494.45,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12406,CUST-0471,PRD-EQUIP,BR-105,20260323,2026-03-23,2031-03-23,128500.0,0.084,60,2630.19,Medical Imaging Scanner,167020.67,AAA - Low Risk,Delinquent (61-90 DPD),1,0.0
LN-12407,CUST-0849,PRD-PERS,BR-106,20241027,2024-10-27,2028-10-27,8000.0,0.17,48,230.84,Emergency Medical Exp,0.0,DDD - High Default Probability,In Default (90+ DPD),1,0.0
LN-12408,CUST-0415,PRD-AUTO,BR-108,20240427,2024-04-27,2029-04-27,64900.0,0.083,60,1325.28,New EV Purchase,85323.2,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12409,CUST-0515,PRD-MORT,BR-109,20260101,2026-01-01,2046-01-01,677000.0,0.0575,240,4753.11,Refinance Existing Mortgage,808320.53,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12410,CUST-0383,PRD-AUTO,BR-109,20241019,2024-10-19,2030-10-19,52100.0,0.073,72,895.78,Certified Pre-Owned Luxury Car,77275.54,AAA - Low Risk,Current / Performing,0,0.0
LN-12411,CUST-0662,PRD-AUTO,BR-109,20250218,2025-02-18,2028-02-18,45300.0,0.083,36,1425.82,Certified Pre-Owned Luxury Car,63406.29,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12412,CUST-0378,PRD-PERS,BR-111,20240711,2024-07-11,2028-07-11,32000.0,0.12,48,842.68,Wedding & Family,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12413,CUST-0366,PRD-MORT,BR-110,20250915,2025-09-15,2045-09-15,307200.0,0.0575,240,2156.8,Investment Property Buy,465302.76,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12414,CUST-0670,PRD-PERS,BR-105,20250806,2025-08-06,2029-08-06,26300.0,0.17,48,758.89,Wedding & Family,0.0,DDD - High Default Probability,In Default (90+ DPD),1,0.0
LN-12415,CUST-0102,PRD-EQUIP,BR-110,20240310,2024-03-10,2029-03-10,139000.0,0.084,60,2845.1,Medical Imaging Scanner,187662.08,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12416,CUST-0585,PRD-PERS,BR-102,20230903,2023-09-03,2027-09-03,11600.0,0.13,48,311.2,Emergency Medical Exp,0.0,CCC - Elevated Risk,Delinquent (31-60 DPD),0,0.0
LN-12417,CUST-0306,PRD-PERS,BR-106,20231112,2023-11-12,2027-11-12,26900.0,0.13,48,721.66,Debt Consolidation,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12418,CUST-0534,PRD-PERS,BR-107,20241111,2024-11-11,2028-11-11,14100.0,0.17,48,406.86,Emergency Medical Exp,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-12419,CUST-0406,PRD-EDU,BR-110,20240427,2024-04-27,2031-04-27,13800.0,0.064,84,204.25,Master of Science in Data Analytics,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-12420,CUST-0439,PRD-EDU,BR-109,20240516,2024-05-16,2034-05-16,48100.0,0.064,120,543.72,MBA Program Tuition,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-12421,CUST-0219,PRD-MORT,BR-106,20250516,2025-05-16,2045-05-16,763500.0,0.0575,240,5360.41,Primary Residence Purchase,984498.62,AAA - Low Risk,Current / Performing,0,0.0
LN-12422,CUST-0642,PRD-AUTO,BR-111,20230601,2023-06-01,2026-05-31,49300.0,0.103,36,1597.73,Fleet Commercial Van,57734.48,CCC - Elevated Risk,Fully Paid,0,0.0
LN-12423,CUST-0616,PRD-EDU,BR-111,20230712,2023-07-12,2033-07-11,48600.0,0.094,120,626.21,MBA Program Tuition,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12424,CUST-0185,PRD-SME,BR-112,20231015,2023-10-15,2028-10-14,292500.0,0.12,60,6506.5,Working Capital Expansion,350601.28,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12425,CUST-0878,PRD-SME,BR-112,20231231,2023-12-31,2030-12-30,338700.0,0.1,84,5622.82,Working Capital Expansion,403277.71,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12426,CUST-0673,PRD-EDU,BR-110,20250327,2025-03-27,2029-03-27,69200.0,0.074,48,1669.95,MBA Program Tuition,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12427,CUST-0396,PRD-SME,BR-106,20231011,2023-10-11,2028-10-10,172300.0,0.09,60,3576.66,New Branch Expansion,236484.17,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12428,CUST-0604,PRD-SME,BR-101,20240613,2024-06-13,2031-06-13,287100.0,0.09,84,4619.17,New Branch Expansion,364519.55,AAA - Low Risk,Current / Performing,0,0.0
LN-12429,CUST-0979,PRD-PERS,BR-110,20240128,2024-01-28,2028-01-28,20500.0,0.12,48,539.84,Debt Consolidation,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-12430,CUST-0137,PRD-PERS,BR-106,20260407,2026-04-07,2030-04-07,34200.0,0.13,48,917.5,Wedding & Family,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12431,CUST-0727,PRD-EDU,BR-110,20240608,2024-06-08,2028-06-08,56200.0,0.074,48,1356.23,MBA Program Tuition,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12432,CUST-0581,PRD-EDU,BR-104,20230604,2023-06-04,2027-06-04,36900.0,0.074,48,890.48,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12433,CUST-0534,PRD-SME,BR-107,20230406,2023-04-06,2027-04-06,392000.0,0.14,48,10711.98,Inventory Stocking Q4,575049.66,DDD - High Default Probability,Delinquent (31-60 DPD),0,0.0
LN-12434,CUST-0393,PRD-PERS,BR-111,20250911,2025-09-11,2029-09-11,21200.0,0.12,48,558.28,Emergency Medical Exp,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12435,CUST-0168,PRD-AUTO,BR-101,20250521,2025-05-21,2031-05-21,41300.0,0.073,72,710.09,Certified Pre-Owned Luxury Car,48110.03,BBB - Moderate Risk,Delinquent (61-90 DPD),1,0.0
LN-12436,CUST-0082,PRD-SME,BR-108,20250403,2025-04-03,2032-04-02,313600.0,0.1,84,5206.13,Working Capital Expansion,476159.06,BBB - Moderate Risk,Delinquent (61-90 DPD),1,0.0
LN-12437,CUST-0726,PRD-PERS,BR-105,20240714,2024-07-14,2028-07-14,30600.0,0.17,48,882.96,Debt Consolidation,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-12438,CUST-0401,PRD-PERS,BR-111,20241118,2024-11-18,2026-11-18,28300.0,0.15,24,1372.17,Home Renovation,0.0,CCC - Elevated Risk,Fully Paid,0,0.0
LN-12439,CUST-0129,PRD-EDU,BR-105,20240804,2024-08-04,2031-08-04,24000.0,0.094,84,391.03,Master of Science in Data Analytics,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-12440,CUST-0828,PRD-MORT,BR-109,20260524,2026-05-24,2046-05-24,700000.0,0.0675,240,5322.55,Primary Residence Purchase,1051076.49,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12441,CUST-0232,PRD-MORT,BR-102,20230804,2023-08-04,2053-08-03,774900.0,0.0675,360,5025.99,Primary Residence Purchase,1231636.63,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12442,CUST-0539,PRD-SME,BR-112,20250531,2025-05-31,2032-05-30,374800.0,0.1,84,6222.12,Technology & IT Modernization,450963.62,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12443,CUST-0086,PRD-EQUIP,BR-106,20250123,2025-01-23,2027-01-23,86800.0,0.084,24,3941.58,Medical Imaging Scanner,121598.28,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12444,CUST-0414,PRD-SME,BR-109,20250716,2025-07-16,2032-07-15,233200.0,0.1,84,3871.4,Working Capital Expansion,341200.07,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12445,CUST-0473,PRD-MORT,BR-106,20240326,2024-03-26,2044-03-26,501600.0,0.0875,240,4432.69,Primary Residence Purchase,600839.56,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12446,CUST-0551,PRD-MORT,BR-106,20240828,2024-08-28,2044-08-28,455100.0,0.0575,240,3195.18,Primary Residence Purchase,579673.58,AAA - Low Risk,Current / Performing,0,0.0
LN-12447,CUST-0878,PRD-MORT,BR-112,20260303,2026-03-03,2056-03-02,756700.0,0.0675,360,4907.94,Primary Residence Purchase,931923.23,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12448,CUST-0484,PRD-PERS,BR-108,20250205,2025-02-05,2026-02-05,33300.0,0.12,12,2958.66,Home Renovation,0.0,BBB - Moderate Risk,Charged Off / Written Off,1,21722.45
LN-12449,CUST-0153,PRD-EDU,BR-104,20240903,2024-09-03,2028-09-03,41200.0,0.064,48,975.16,Medical Residency Program,0.0,CCC - Elevated Risk,Delinquent (31-60 DPD),0,0.0
LN-12450,CUST-0960,PRD-EDU,BR-106,20260214,2026-02-14,2030-02-14,79200.0,0.074,48,1911.28,Medical Residency Program,0.0,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-12451,CUST-0090,PRD-MORT,BR-101,20230916,2023-09-16,2043-09-16,727300.0,0.0675,240,5530.13,Primary Residence Purchase,843479.06,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12452,CUST-0709,PRD-EDU,BR-105,20230907,2023-09-07,2033-09-06,14200.0,0.094,120,182.97,MBA Program Tuition,0.0,DDD - High Default Probability,Charged Off / Written Off,1,6348.64
LN-12453,CUST-0809,PRD-EDU,BR-109,20230928,2023-09-28,2033-09-27,54600.0,0.074,120,645.27,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12454,CUST-0175,PRD-AUTO,BR-109,20231217,2023-12-17,2029-12-16,34900.0,0.073,72,600.05,Certified Pre-Owned Luxury Car,42727.62,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12455,CUST-0991,PRD-SME,BR-109,20250610,2025-06-10,2027-06-10,414900.0,0.12,24,19530.78,Technology & IT Modernization,541540.07,DDD - High Default Probability,Charged Off / Written Off,1,290758.11
LN-12456,CUST-0183,PRD-EQUIP,BR-101,20230727,2023-07-27,2025-07-26,115600.0,0.114,24,5409.36,Warehouse Forklift Fleet,164693.94,DDD - High Default Probability,Fully Paid,0,0.0
LN-12457,CUST-0134,PRD-PERS,BR-104,20240610,2024-06-10,2028-06-10,8800.0,0.17,48,253.92,Emergency Medical Exp,0.0,DDD - High Default Probability,Delinquent (61-90 DPD),1,0.0
LN-12458,CUST-0778,PRD-SME,BR-106,20231009,2023-10-09,2030-10-08,320000.0,0.12,84,5648.87,Working Capital Expansion,443572.09,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12459,CUST-0205,PRD-PERS,BR-102,20231031,2023-10-31,2025-10-30,11100.0,0.13,24,527.71,Debt Consolidation,0.0,BBB - Moderate Risk,Fully Paid,0,0.0
LN-12460,CUST-0228,PRD-EDU,BR-105,20240820,2024-08-20,2028-08-20,42400.0,0.074,48,1023.21,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-12461,CUST-0298,PRD-MORT,BR-111,20230227,2023-02-27,2043-02-27,752700.0,0.0675,240,5723.26,Investment Property Buy,1059142.55,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12462,CUST-0093,PRD-AUTO,BR-110,20230402,2023-04-02,2029-04-01,25400.0,0.083,72,449.07,Certified Pre-Owned Luxury Car,39885.86,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12463,CUST-0988,PRD-EDU,BR-112,20230710,2023-07-10,2027-07-10,31200.0,0.094,48,782.35,Medical Residency Program,0.0,CCC - Elevated Risk,Under Restructuring,1,0.0
LN-12464,CUST-0894,PRD-EQUIP,BR-105,20240804,2024-08-04,2029-08-04,132100.0,0.084,60,2703.87,Industrial CNC Machine,159048.1,AAA - Low Risk,Current / Performing,0,0.0
LN-12465,CUST-0410,PRD-EDU,BR-108,20230428,2023-04-28,2030-04-27,51700.0,0.074,84,790.44,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-12466,CUST-0924,PRD-EDU,BR-111,20241110,2024-11-10,2028-11-10,56100.0,0.064,48,1327.82,Master of Science in Data Analytics,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-12467,CUST-0600,PRD-PERS,BR-110,20230106,2023-01-06,2027-01-06,34700.0,0.12,48,913.78,Debt Consolidation,0.0,AAA - Low Risk,Fully Paid,0,0.0
